"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"97";"BTCUSD";"Vender";"2023.11.13 09:00:00";"36956.90";"0.10000";"2023.11.13 10:45:00";"36956.90";"0.00";"16366.65";"IST";"MoveSL2BE";"-4.39";"6.42";"1h 45m";""
"98";"BTCUSD";"Vender";"2023.11.13 11:00:00";"36922.70";"0.10000";"2023.11.13 16:15:00";"36922.70";"0.00";"16315.01";"IST";"MoveSL2BE";"0.00";"41.38";"5h 15m";""
"25";"BTCUSD";"Comprar";"2023.11.13 13:45:00";"36798.30";"0.10000";"2023.11.13 14:45:00";"36540.71";"-25.76";"16315.01";"IST";"SL";"-25.76";"8.47";"1h 0m";""
"26";"BTCUSD";"Comprar";"2023.11.13 15:45:00";"36806.53";"0.10000";"2023.11.13 21:00:00";"36548.88";"-25.77";"16289.25";"IST";"SL";"-25.76";"18.39";"5h 15m";""
"27";"BTCUSD";"Vender";"2023.11.14 09:00:00";"36669.68";"0.10000";"2023.11.14 15:00:00";"36568.34";"10.13";"16299.38";"IST";"Exit After X Bars";"0.00";"48.08";"6h 0m";""
"28";"BTCUSD";"Comprar";"2023.11.15 08:00:00";"35571.98";"0.10000";"2023.11.15 14:00:00";"36066.40";"49.44";"16348.82";"IST";"Exit After X Bars";"0.00";"77.94";"6h 0m";""
"108";"BTCUSD";"Comprar";"2023.11.15 08:00:00";"35570.20";"0.10000";"2023.11.15 15:00:00";"36076.50";"50.63";"16399.46";"IST";"Exit After X Bars";"0.00";"78.12";"7h 0m";""
"109";"BTCUSD";"Comprar";"2023.11.15 15:00:00";"36077.60";"0.10000";"2023.11.15 18:00:00";"37123.85";"104.63";"16504.08";"IST";"PT";"0.00";"104.63";"3h 0m";""
"113";"BTCUSD";"Vender";"2023.11.16 10:15:00";"37324.20";"0.10000";"2023.11.16 11:00:00";"37324.20";"0.00";"16504.08";"IST";"MoveSL2BE";"-3.71";"8.07";"45m 0s";""
"31";"BTCUSD";"Comprar";"2023.11.16 10:45:00";"37302.66";"0.10000";"2023.11.16 12:15:00";"37041.54";"-26.11";"16477.97";"IST";"SL";"-26.11";"20.91";"1h 30m";""
"118";"BTCUSD";"Vender";"2023.11.16 17:30:00";"36496.20";"0.10000";"2023.11.16 17:45:00";"36496.20";"0.00";"16477.97";"IST";"MoveSL2BE";"0.00";"2.17";"15m 0s";""
"120";"BTCUSD";"Comprar";"2023.11.17 08:15:00";"36317.10";"0.10000";"2023.11.17 08:45:00";"36317.10";"0.00";"16477.97";"IST";"MoveSL2BE";"0.00";"7.26";"30m 0s";""
"126";"BTCUSD";"Comprar";"2023.11.17 10:45:00";"36316.60";"0.10000";"2023.11.17 11:00:00";"36316.60";"0.00";"16477.97";"IST";"MoveSL2BE";"0.00";"1.74";"15m 0s";""
"129";"BTCUSD";"Comprar";"2023.11.17 12:30:00";"36361.60";"0.10000";"2023.11.17 13:45:00";"36361.60";"0.00";"16477.97";"IST";"MoveSL2BE";"-1.56";"22.11";"1h 15m";""
"33";"BTCUSD";"Comprar";"2023.11.17 17:00:00";"36159.21";"0.10000";"2023.11.17 23:00:00";"36502.20";"34.30";"16512.27";"IST";"Exit After X Bars";"0.00";"58.65";"6h 0m";""
"137";"BTCUSD";"Comprar";"2023.11.18 12:45:00";"36441.30";"0.10000";"2023.11.18 14:30:00";"36441.30";"0.00";"16512.27";"IST";"MoveSL2BE";"-12.13";"2.89";"1h 45m";""
"34";"BTCUSD";"Vender";"2023.11.18 14:30:00";"36426.01";"0.10000";"2023.11.18 16:00:00";"36680.99";"-25.50";"16486.77";"IST";"SL";"-25.50";"0.30";"1h 30m";""
"139";"BTCUSD";"Comprar";"2023.11.19 09:30:00";"36621.10";"0.10000";"2023.11.19 09:45:00";"36621.10";"0.00";"16486.77";"IST";"MoveSL2BE";"0.00";"1.82";"15m 0s";""
"35";"BTCUSD";"Vender";"2023.11.19 09:45:00";"36625.74";"0.10000";"2023.11.19 15:45:00";"36505.34";"12.04";"16498.81";"IST";"Exit After X Bars";"0.00";"25.87";"6h 0m";""
"148";"BTCUSD";"Comprar";"2023.11.19 15:15:00";"36455.00";"0.10000";"2023.11.19 22:15:00";"36927.90";"47.29";"16546.10";"IST";"Exit After X Bars";"0.00";"58.51";"7h 0m";""
"149";"BTCUSD";"Comprar";"2023.11.20 08:15:00";"37136.80";"0.10000";"2023.11.20 08:30:00";"37136.80";"0.00";"16546.10";"IST";"MoveSL2BE";"0.00";"5.95";"15m 0s";""
"36";"BTCUSD";"Vender";"2023.11.20 08:30:00";"37113.38";"0.10000";"2023.11.20 11:00:00";"37373.17";"-25.98";"16520.12";"IST";"SL";"-25.98";"8.47";"2h 30m";""
"152";"BTCUSD";"Comprar";"2023.11.20 09:15:00";"37136.80";"0.10000";"2023.11.20 09:30:00";"37136.80";"0.00";"16546.10";"IST";"MoveSL2BE";"0.00";"4.47";"15m 0s";""
"153";"BTCUSD";"Comprar";"2023.11.20 09:45:00";"37119.20";"0.10000";"2023.11.20 11:45:00";"37119.20";"0.00";"16520.12";"IST";"MoveSL2BE";"0.00";"27.60";"2h 0m";""
"37";"BTCUSD";"Comprar";"2023.11.21 10:15:00";"37328.20";"0.10000";"2023.11.21 13:00:00";"37066.90";"-26.13";"16493.99";"IST";"SL";"-26.13";"4.25";"2h 45m";""
"160";"BTCUSD";"Vender";"2023.11.21 10:45:00";"37305.90";"0.10000";"2023.11.21 15:45:00";"36712.18";"59.37";"16553.36";"IST";"TrailingStop";"-2.40";"107.70";"5h 0m";""
"38";"BTCUSD";"Comprar";"2023.11.21 17:45:00";"36804.01";"0.10000";"2023.11.21 22:30:00";"36546.38";"-25.76";"16527.60";"IST";"SL";"-25.76";"34.07";"4h 45m";""
"39";"BTCUSD";"Comprar";"2023.11.22 08:00:00";"36419.75";"0.10000";"2023.11.22 14:00:00";"36565.70";"14.59";"16542.19";"IST";"Exit After X Bars";"-5.09";"31.65";"6h 0m";""
"169";"BTCUSD";"Comprar";"2023.11.22 08:45:00";"36450.60";"0.10000";"2023.11.22 11:45:00";"36450.60";"0.00";"16527.60";"IST";"MoveSL2BE";"0.00";"28.56";"3h 0m";""
"174";"BTCUSD";"Comprar";"2023.11.22 13:30:00";"36504.10";"0.10000";"2023.11.22 14:15:00";"36504.10";"0.00";"16542.19";"IST";"MoveSL2BE";"-3.67";"11.06";"45m 0s";""
"175";"BTCUSD";"Comprar";"2023.11.22 14:30:00";"36508.60";"0.10000";"2023.11.22 14:45:00";"36253.04";"-25.56";"16516.64";"IST";"SL";"-25.56";"4.70";"15m 0s";""
"176";"BTCUSD";"Comprar";"2023.11.22 15:15:00";"36508.60";"0.10000";"2023.11.22 17:45:00";"36508.60";"0.00";"16516.64";"IST";"MoveSL2BE";"-16.23";"9.75";"2h 30m";""
"182";"BTCUSD";"Comprar";"2023.11.23 12:15:00";"37420.70";"0.10000";"2023.11.23 12:30:00";"37420.70";"0.00";"16516.64";"IST";"MoveSL2BE";"0.00";"7.25";"15m 0s";""
"188";"BTCUSD";"Comprar";"2023.11.24 09:00:00";"37452.30";"0.10000";"2023.11.24 09:15:00";"37452.30";"0.00";"16516.64";"IST";"MoveSL2BE";"0.00";"3.68";"15m 0s";""
"189";"BTCUSD";"Comprar";"2023.11.24 11:00:00";"37573.90";"0.10000";"2023.11.24 14:30:00";"37573.90";"0.00";"16516.64";"IST";"MoveSL2BE";"0.00";"43.35";"3h 30m";""
"190";"BTCUSD";"Comprar";"2023.11.24 14:45:00";"37663.80";"0.10000";"2023.11.24 16:45:00";"37885.51";"22.17";"16538.81";"IST";"TrailingStop";"0.00";"71.69";"2h 0m";""
"194";"BTCUSD";"Comprar";"2023.11.25 12:15:00";"37655.40";"0.10000";"2023.11.25 13:15:00";"37655.40";"0.00";"16538.81";"IST";"MoveSL2BE";"-0.79";"3.56";"1h 0m";""
"196";"BTCUSD";"Vender";"2023.11.25 14:15:00";"37672.80";"0.10000";"2023.11.25 14:45:00";"37672.80";"0.00";"16538.81";"IST";"MoveSL2BE";"-2.41";"3.41";"30m 0s";""
"206";"BTCUSD";"Vender";"2023.11.26 16:00:00";"37405.90";"0.10000";"2023.11.26 20:15:00";"37387.84";"1.81";"16540.61";"IST";"TrailingStop";"-5.99";"28.36";"4h 15m";""
"213";"BTCUSD";"Vender";"2023.11.27 15:45:00";"36814.60";"0.10000";"2023.11.27 16:00:00";"36814.60";"0.00";"16540.61";"IST";"MoveSL2BE";"0.00";"12.71";"15m 0s";""
"218";"BTCUSD";"Comprar";"2023.11.28 08:30:00";"37010.30";"0.10000";"2023.11.28 10:00:00";"37010.30";"0.00";"16540.61";"IST";"MoveSL2BE";"-10.97";"8.86";"1h 30m";""
"219";"BTCUSD";"Comprar";"2023.11.28 10:15:00";"37043.40";"0.10000";"2023.11.28 17:15:00";"37887.10";"84.37";"16624.98";"IST";"Exit After X Bars";"-5.97";"86.95";"7h 0m";""
"52";"BTCUSD";"Vender";"2023.11.29 10:15:00";"38076.74";"0.10000";"2023.11.29 16:15:00";"37694.64";"38.21";"16636.49";"IST";"Exit After X Bars";"-17.87";"52.83";"6h 0m";""
"223";"BTCUSD";"Comprar";"2023.11.29 13:00:00";"38153.20";"0.10000";"2023.11.29 13:15:00";"38153.20";"0.00";"16624.98";"IST";"MoveSL2BE";"0.00";"7.37";"15m 0s";""
"224";"BTCUSD";"Comprar";"2023.11.29 13:30:00";"38153.20";"0.10000";"2023.11.29 14:30:00";"37886.13";"-26.71";"16598.28";"IST";"SL";"-26.71";"6.62";"1h 0m";""
"53";"BTCUSD";"Comprar";"2023.11.29 17:45:00";"37816.49";"0.10000";"2023.11.29 23:45:00";"37833.80";"1.73";"16638.22";"IST";"Exit After X Bars";"-25.52";"7.57";"6h 0m";""
"54";"BTCUSD";"Comprar";"2023.11.30 11:15:00";"37718.67";"0.10000";"2023.11.30 17:15:00";"37629.80";"-8.89";"16629.33";"IST";"Exit After X Bars";"-24.88";"20.64";"6h 0m";""
"227";"BTCUSD";"Comprar";"2023.11.30 12:45:00";"37821.50";"0.10000";"2023.11.30 13:00:00";"37821.50";"0.00";"16638.22";"IST";"MoveSL2BE";"0.00";"5.03";"15m 0s";""
"228";"BTCUSD";"Comprar";"2023.11.30 13:15:00";"37821.50";"0.10000";"2023.11.30 13:45:00";"37821.50";"0.00";"16638.22";"IST";"MoveSL2BE";"0.00";"10.36";"30m 0s";""
"231";"BTCUSD";"Vender";"2023.11.30 16:30:00";"37582.30";"0.10000";"2023.11.30 23:30:00";"37672.04";"-8.97";"16620.36";"IST";"Exit After X Bars";"-19.36";"0.82";"7h 0m";""
"232";"BTCUSD";"Comprar";"2023.12.01 08:00:00";"38255.50";"0.10000";"2023.12.01 08:15:00";"38255.50";"0.00";"16620.36";"IST";"MoveSL2BE";"0.00";"6.76";"15m 0s";""
"236";"BTCUSD";"Comprar";"2023.12.01 11:30:00";"38611.30";"0.10000";"2023.12.01 12:30:00";"38341.02";"-27.03";"16593.33";"IST";"SL";"-27.03";"1.79";"1h 0m";""
"242";"BTCUSD";"Comprar";"2023.12.01 14:00:00";"38340.50";"0.10000";"2023.12.01 21:00:00";"38725.20";"38.47";"16631.80";"IST";"Exit After X Bars";"-15.04";"60.57";"7h 0m";""
"243";"BTCUSD";"Vender";"2023.12.02 08:45:00";"38679.30";"0.10000";"2023.12.02 15:45:00";"38726.14";"-4.68";"16627.12";"IST";"Exit After X Bars";"-14.37";"1.91";"7h 0m";""
"244";"BTCUSD";"Comprar";"2023.12.02 15:45:00";"38776.10";"0.10000";"2023.12.02 18:30:00";"38776.10";"0.00";"16627.12";"IST";"MoveSL2BE";"-11.26";"14.79";"2h 45m";""
"245";"BTCUSD";"Comprar";"2023.12.03 08:15:00";"39425.40";"0.10000";"2023.12.03 08:30:00";"39425.40";"0.00";"16627.12";"IST";"MoveSL2BE";"0.00";"1.65";"15m 0s";""
"248";"BTCUSD";"Comprar";"2023.12.03 09:15:00";"39425.40";"0.10000";"2023.12.03 12:00:00";"39425.40";"0.00";"16627.12";"IST";"MoveSL2BE";"-4.51";"7.93";"2h 45m";""
"61";"BTCUSD";"Vender";"2023.12.03 12:00:00";"39432.57";"0.10000";"2023.12.03 13:45:00";"39708.60";"-27.60";"16599.51";"IST";"SL";"-27.60";"8.17";"1h 45m";""
"251";"BTCUSD";"Comprar";"2023.12.03 13:00:00";"39443.20";"0.10000";"2023.12.03 17:45:00";"39461.46";"1.83";"16601.34";"IST";"TrailingStop";"0.00";"35.91";"4h 45m";""
"252";"BTCUSD";"Comprar";"2023.12.04 08:00:00";"41414.90";"0.10000";"2023.12.04 11:00:00";"41580.00";"16.51";"16617.85";"IST";"TrailingStop";"-8.00";"69.83";"3h 0m";""
"258";"BTCUSD";"Comprar";"2023.12.04 14:00:00";"41738.50";"0.10000";"2023.12.04 14:30:00";"41446.33";"-29.22";"16588.63";"IST";"SL";"-29.22";"2.07";"30m 0s";""
"68";"BTCUSD";"Comprar";"2023.12.05 08:45:00";"41489.19";"0.10000";"2023.12.05 14:45:00";"42118.10";"62.89";"16651.52";"IST";"Exit After X Bars";"0.00";"68.22";"6h 0m";""
"271";"BTCUSD";"Vender";"2023.12.05 10:30:00";"41624.30";"0.10000";"2023.12.05 11:00:00";"41624.30";"0.00";"16588.63";"IST";"MoveSL2BE";"-4.75";"9.41";"30m 0s";""
"272";"BTCUSD";"Comprar";"2023.12.05 11:15:00";"41670.70";"0.10000";"2023.12.05 12:00:00";"41670.70";"0.00";"16588.63";"IST";"MoveSL2BE";"-9.91";"3.02";"45m 0s";""
"276";"BTCUSD";"Comprar";"2023.12.06 09:15:00";"43742.40";"0.10000";"2023.12.06 11:00:00";"43742.40";"0.00";"16651.52";"IST";"MoveSL2BE";"-4.62";"50.23";"1h 45m";""
"285";"BTCUSD";"Comprar";"2023.12.06 17:00:00";"43897.60";"0.10000";"2023.12.06 17:45:00";"43897.60";"0.00";"16651.52";"IST";"MoveSL2BE";"0.00";"19.95";"45m 0s";""
"290";"BTCUSD";"Vender";"2023.12.07 14:00:00";"43222.60";"0.10000";"2023.12.07 15:00:00";"43525.16";"-30.26";"16621.27";"IST";"SL";"-30.26";"0.80";"1h 0m";""
"298";"BTCUSD";"Comprar";"2023.12.07 17:15:00";"43597.00";"0.10000";"2023.12.07 17:30:00";"43291.82";"-30.52";"16590.75";"IST";"SL";"-30.52";"6.58";"15m 0s";""
"70";"BTCUSD";"Comprar";"2023.12.08 09:45:00";"43202.38";"0.10000";"2023.12.08 15:45:00";"43924.70";"72.23";"16662.98";"IST";"Exit After X Bars";"-15.09";"78.96";"6h 0m";""
"303";"BTCUSD";"Comprar";"2023.12.08 09:45:00";"43190.30";"0.10000";"2023.12.08 16:45:00";"43829.70";"63.94";"16726.92";"IST";"Exit After X Bars";"-13.88";"80.17";"7h 0m";""
"305";"BTCUSD";"Comprar";"2023.12.08 18:00:00";"43813.80";"0.10000";"2023.12.08 18:30:00";"43813.80";"0.00";"16726.92";"IST";"MoveSL2BE";"0.00";"7.68";"30m 0s";""
"307";"BTCUSD";"Comprar";"2023.12.09 08:15:00";"44127.30";"0.10000";"2023.12.09 08:30:00";"43818.41";"-30.89";"16696.03";"IST";"SL";"-30.89";"2.58";"15m 0s";""
"317";"BTCUSD";"Vender";"2023.12.09 14:30:00";"43862.20";"0.10000";"2023.12.09 14:45:00";"43862.20";"0.00";"16696.03";"IST";"MoveSL2BE";"0.00";"11.78";"15m 0s";""
"74";"BTCUSD";"Comprar";"2023.12.09 14:45:00";"43878.86";"0.10000";"2023.12.09 20:45:00";"43945.00";"6.61";"16702.64";"IST";"Exit After X Bars";"-3.34";"19.70";"6h 0m";""
"320";"BTCUSD";"Comprar";"2023.12.09 16:30:00";"44003.60";"0.10000";"2023.12.09 16:45:00";"44003.60";"0.00";"16696.03";"IST";"MoveSL2BE";"0.00";"4.18";"15m 0s";""
"75";"BTCUSD";"Vender";"2023.12.10 08:00:00";"43927.10";"0.10000";"2023.12.10 14:00:00";"43796.24";"13.09";"16715.73";"IST";"Exit After X Bars";"0.00";"35.08";"6h 0m";""
"323";"BTCUSD";"Vender";"2023.12.10 10:30:00";"43637.60";"0.10000";"2023.12.10 10:45:00";"43637.60";"0.00";"16702.64";"IST";"MoveSL2BE";"0.00";"4.85";"15m 0s";""
"329";"BTCUSD";"Comprar";"2023.12.10 13:30:00";"43772.10";"0.10000";"2023.12.10 13:45:00";"43772.10";"0.00";"16702.64";"IST";"MoveSL2BE";"0.00";"9.50";"15m 0s";""
"330";"BTCUSD";"Comprar";"2023.12.10 14:30:00";"43775.70";"0.10000";"2023.12.10 16:30:00";"43775.70";"0.00";"16715.73";"IST";"MoveSL2BE";"0.00";"14.88";"2h 0m";""
"338";"BTCUSD";"Comprar";"2023.12.11 10:30:00";"42327.50";"0.10000";"2023.12.11 11:15:00";"42327.50";"0.00";"16715.73";"IST";"MoveSL2BE";"-0.36";"10.55";"45m 0s";""
"342";"BTCUSD";"Comprar";"2023.12.11 12:15:00";"42346.30";"0.10000";"2023.12.11 13:30:00";"42049.88";"-29.64";"16686.09";"IST";"SL";"-29.64";"0.58";"1h 15m";""
"348";"BTCUSD";"Comprar";"2023.12.11 15:15:00";"41969.20";"0.10000";"2023.12.11 15:45:00";"41675.42";"-29.38";"16656.71";"IST";"SL";"-29.38";"1.87";"30m 0s";""
"350";"BTCUSD";"Comprar";"2023.12.12 08:30:00";"41837.10";"0.10000";"2023.12.12 09:00:00";"41837.10";"0.00";"16656.71";"IST";"MoveSL2BE";"0.00";"21.16";"30m 0s";""
"351";"BTCUSD";"Comprar";"2023.12.12 09:15:00";"41871.90";"0.10000";"2023.12.12 09:30:00";"41871.90";"0.00";"16656.71";"IST";"MoveSL2BE";"0.00";"7.07";"15m 0s";""
"358";"BTCUSD";"Comprar";"2023.12.12 11:15:00";"41770.30";"0.10000";"2023.12.12 13:15:00";"41770.30";"0.00";"16656.71";"IST";"MoveSL2BE";"-25.17";"17.45";"2h 0m";""
"362";"BTCUSD";"Comprar";"2023.12.13 09:45:00";"41164.60";"0.10000";"2023.12.13 10:15:00";"41164.60";"0.00";"16656.71";"IST";"MoveSL2BE";"-2.69";"3.72";"30m 0s";""
"363";"BTCUSD";"Comprar";"2023.12.13 11:00:00";"41137.70";"0.10000";"2023.12.13 12:30:00";"41137.70";"0.00";"16656.71";"IST";"MoveSL2BE";"-22.22";"6.35";"1h 30m";""
"365";"BTCUSD";"Comprar";"2023.12.13 17:15:00";"41987.10";"0.10000";"2023.12.13 17:30:00";"41987.10";"0.00";"16656.71";"IST";"MoveSL2BE";"0.00";"10.01";"15m 0s";""
"366";"BTCUSD";"Comprar";"2023.12.14 08:00:00";"42895.20";"0.10000";"2023.12.14 08:15:00";"42895.20";"0.00";"16656.71";"IST";"MoveSL2BE";"0.00";"1.89";"15m 0s";""
"86";"BTCUSD";"Vender";"2023.12.14 10:15:00";"42786.88";"0.10000";"2023.12.14 11:30:00";"43086.39";"-29.95";"16626.76";"IST";"SL";"-29.95";"1.89";"1h 15m";""
"87";"BTCUSD";"Vender";"2023.12.14 13:00:00";"42952.86";"0.10000";"2023.12.14 13:30:00";"41707.23";"124.56";"16751.32";"IST";"PT";"0.00";"124.56";"30m 0s";""
"380";"BTCUSD";"Vender";"2023.12.15 10:30:00";"42843.00";"0.10000";"2023.12.15 10:45:00";"42843.00";"0.00";"16751.32";"IST";"MoveSL2BE";"0.00";"12.82";"15m 0s";""
"389";"BTCUSD";"Vender";"2023.12.15 17:45:00";"41862.90";"0.10000";"2023.12.15 18:00:00";"41862.90";"0.00";"16751.32";"IST";"MoveSL2BE";"0.00";"7.21";"15m 0s";""
"89";"BTCUSD";"Vender";"2023.12.16 08:30:00";"42119.20";"0.10000";"2023.12.16 12:30:00";"42414.03";"-29.48";"16721.84";"IST";"SL";"-29.48";"5.85";"4h 0m";""
"390";"BTCUSD";"Comprar";"2023.12.16 09:00:00";"42135.50";"0.10000";"2023.12.16 09:30:00";"42135.50";"0.00";"16751.32";"IST";"MoveSL2BE";"0.00";"9.36";"30m 0s";""
"391";"BTCUSD";"Comprar";"2023.12.16 10:30:00";"42178.20";"0.10000";"2023.12.16 11:00:00";"42178.20";"0.00";"16751.32";"IST";"MoveSL2BE";"-0.50";"5.36";"30m 0s";""
"392";"BTCUSD";"Comprar";"2023.12.16 12:15:00";"42234.00";"0.10000";"2023.12.16 13:30:00";"42234.00";"0.00";"16721.84";"IST";"MoveSL2BE";"0.00";"24.77";"1h 15m";""
"393";"BTCUSD";"Comprar";"2023.12.16 13:45:00";"42364.10";"0.10000";"2023.12.16 14:15:00";"42364.10";"0.00";"16721.84";"IST";"MoveSL2BE";"-6.00";"4.84";"30m 0s";""
"90";"BTCUSD";"Vender";"2023.12.16 14:00:00";"42336.38";"0.10000";"2023.12.16 16:30:00";"42632.73";"-29.64";"16692.21";"IST";"SL";"-29.64";"7.90";"2h 30m";""
"400";"BTCUSD";"Comprar";"2023.12.17 10:45:00";"41905.40";"0.10000";"2023.12.17 14:30:00";"41612.06";"-29.33";"16662.87";"IST";"SL";"-29.33";"4.35";"3h 45m";""
"401";"BTCUSD";"Vender";"2023.12.17 16:15:00";"41665.40";"0.10000";"2023.12.17 16:30:00";"41957.06";"-29.17";"16633.71";"IST";"SL";"-29.17";"2.40";"15m 0s";""
"404";"BTCUSD";"Comprar";"2023.12.18 08:15:00";"41142.20";"0.10000";"2023.12.18 08:30:00";"41142.20";"0.00";"16633.71";"IST";"MoveSL2BE";"0.00";"3.05";"15m 0s";""
"413";"BTCUSD";"Comprar";"2023.12.18 11:45:00";"40968.60";"0.10000";"2023.12.18 12:00:00";"40968.60";"0.00";"16633.71";"IST";"MoveSL2BE";"0.00";"10.58";"15m 0s";""
"414";"BTCUSD";"Comprar";"2023.12.18 12:15:00";"40968.60";"0.10000";"2023.12.18 12:30:00";"40968.60";"0.00";"16633.71";"IST";"MoveSL2BE";"0.00";"5.83";"15m 0s";""
"415";"BTCUSD";"Comprar";"2023.12.18 13:00:00";"40968.60";"0.10000";"2023.12.18 16:00:00";"41197.82";"22.92";"16656.63";"IST";"TrailingStop";"-4.62";"72.99";"3h 0m";""
"99";"BTCUSD";"Comprar";"2023.12.18 13:15:00";"41086.47";"0.10000";"2023.12.18 19:15:00";"41628.30";"54.18";"16710.81";"IST";"Exit After X Bars";"0.00";"61.20";"6h 0m";""
"416";"BTCUSD";"Comprar";"2023.12.19 09:30:00";"43043.00";"0.10000";"2023.12.19 11:15:00";"43043.00";"0.00";"16710.81";"IST";"MoveSL2BE";"-13.54";"17.40";"1h 45m";""
"417";"BTCUSD";"Comprar";"2023.12.19 11:30:00";"43075.60";"0.10000";"2023.12.19 14:00:00";"42774.07";"-30.15";"16680.66";"IST";"SL";"-30.15";"2.81";"2h 30m";""
"419";"BTCUSD";"Vender";"2023.12.19 15:45:00";"42571.90";"0.10000";"2023.12.19 16:00:00";"42571.90";"0.00";"16680.66";"IST";"MoveSL2BE";"0.00";"16.63";"15m 0s";""
"420";"BTCUSD";"Comprar";"2023.12.20 08:30:00";"42834.20";"0.10000";"2023.12.20 09:30:00";"42834.20";"0.00";"16680.66";"IST";"MoveSL2BE";"-12.02";"7.54";"1h 0m";""
"421";"BTCUSD";"Comprar";"2023.12.20 10:00:00";"42791.50";"0.10000";"2023.12.20 10:15:00";"42791.50";"0.00";"16680.66";"IST";"MoveSL2BE";"0.00";"3.25";"15m 0s";""
"422";"BTCUSD";"Comprar";"2023.12.20 10:30:00";"42786.40";"0.10000";"2023.12.20 10:45:00";"42786.40";"0.00";"16680.66";"IST";"MoveSL2BE";"0.00";"2.26";"15m 0s";""
"423";"BTCUSD";"Comprar";"2023.12.20 11:30:00";"42755.60";"0.10000";"2023.12.20 12:00:00";"42755.60";"0.00";"16680.66";"IST";"MoveSL2BE";"0.00";"18.87";"30m 0s";""
"424";"BTCUSD";"Comprar";"2023.12.21 08:00:00";"43734.20";"0.10000";"2023.12.21 08:45:00";"43734.20";"0.00";"16680.66";"IST";"MoveSL2BE";"0.00";"16.32";"45m 0s";""
"428";"BTCUSD";"Comprar";"2023.12.21 10:00:00";"43818.60";"0.10000";"2023.12.21 14:00:00";"43818.60";"0.00";"16680.66";"IST";"MoveSL2BE";"-10.48";"38.33";"4h 0m";""
"106";"BTCUSD";"Vender";"2023.12.21 14:00:00";"43890.06";"0.10000";"2023.12.21 20:00:00";"43548.64";"34.14";"16714.80";"IST";"Exit After X Bars";"-2.07";"55.52";"6h 0m";""
"438";"BTCUSD";"Comprar";"2023.12.22 08:30:00";"43746.30";"0.10000";"2023.12.22 09:15:00";"43440.08";"-30.62";"16684.18";"IST";"SL";"-30.62";"1.64";"45m 0s";""
"443";"BTCUSD";"Vender";"2023.12.22 12:00:00";"43665.20";"0.10000";"2023.12.22 13:30:00";"43665.20";"0.00";"16684.18";"IST";"MoveSL2BE";"0.00";"19.54";"1h 30m";""
"108";"BTCUSD";"Comprar";"2023.12.22 13:30:00";"43662.56";"0.10000";"2023.12.22 19:30:00";"43677.70";"1.51";"16685.69";"IST";"Exit After X Bars";"-28.23";"30.91";"6h 0m";""
"444";"BTCUSD";"Vender";"2023.12.22 14:00:00";"43604.60";"0.10000";"2023.12.22 14:45:00";"43604.60";"0.00";"16684.18";"IST";"MoveSL2BE";"0.00";"22.42";"45m 0s";""
"445";"BTCUSD";"Vender";"2023.12.22 15:00:00";"43555.70";"0.10000";"2023.12.22 17:00:00";"43555.70";"0.00";"16684.18";"IST";"MoveSL2BE";"-11.68";"11.22";"2h 0m";""
"446";"BTCUSD";"Vender";"2023.12.23 08:15:00";"43566.80";"0.10000";"2023.12.23 08:45:00";"43566.80";"0.00";"16685.69";"IST";"MoveSL2BE";"0.00";"2.88";"30m 0s";""
"447";"BTCUSD";"Vender";"2023.12.23 09:00:00";"43558.10";"0.10000";"2023.12.23 11:45:00";"43558.10";"0.00";"16685.69";"IST";"MoveSL2BE";"-7.49";"9.08";"2h 45m";""
"109";"BTCUSD";"Comprar";"2023.12.23 09:45:00";"43590.74";"0.10000";"2023.12.23 15:45:00";"43737.60";"14.69";"16700.38";"IST";"Exit After X Bars";"-12.35";"18.89";"6h 0m";""
"448";"BTCUSD";"Comprar";"2023.12.23 12:00:00";"43537.90";"0.10000";"2023.12.23 19:00:00";"43760.40";"22.25";"16722.63";"IST";"Exit After X Bars";"0.00";"27.91";"7h 0m";""
"450";"BTCUSD";"Vender";"2023.12.24 09:00:00";"43591.30";"0.10000";"2023.12.24 11:15:00";"43591.30";"0.00";"16722.63";"IST";"MoveSL2BE";"-6.70";"21.00";"2h 15m";""
"454";"BTCUSD";"Vender";"2023.12.24 12:15:00";"43566.80";"0.10000";"2023.12.24 12:30:00";"43566.80";"0.00";"16722.63";"IST";"MoveSL2BE";"0.00";"2.25";"15m 0s";""
"112";"BTCUSD";"Comprar";"2023.12.24 12:30:00";"43604.59";"0.10000";"2023.12.24 18:30:00";"43628.10";"2.35";"16724.98";"IST";"Exit After X Bars";"-6.21";"24.05";"6h 0m";""
"466";"BTCUSD";"Comprar";"2023.12.24 16:45:00";"43685.30";"0.10000";"2023.12.24 22:00:00";"43379.50";"-30.58";"16694.40";"IST";"SL";"-30.58";"0.34";"5h 15m";""
"471";"BTCUSD";"Vender";"2023.12.26 12:00:00";"42585.00";"0.10000";"2023.12.26 15:15:00";"42585.00";"0.00";"16694.40";"IST";"MoveSL2BE";"-19.20";"16.07";"3h 15m";""
"472";"BTCUSD";"Comprar";"2023.12.26 15:30:00";"42635.20";"0.10000";"2023.12.26 15:45:00";"42336.75";"-29.84";"16664.55";"IST";"SL";"-29.85";"6.11";"15m 0s";""
